board_pos,w_safety,b_safety,w_central,b_central,w_rating,b_rating,turn,square_0,square_1,square_2,square_3,square_4,square_5,square_6,square_7,square_8,square_9,square_10,square_11,square_12,square_13,square_14,square_15,square_16,square_17,square_18,square_19,square_20,square_21,square_22,square_23,square_24,square_25,square_26,square_27,square_28,square_29,square_30,square_31,square_32,square_33,square_34,square_35,square_36,square_37,square_38,square_39,square_40,square_41,square_42,square_43,square_44,square_45,square_46,square_47,square_48,square_49,square_50,square_51,square_52,square_53,square_54,square_55,square_56,square_57,square_58,square_59,square_60,square_61,square_62,square_63,1,2,3,4,5,6,7,8,a,b,c,d,e,f,g,h,columns_moved,ranks_moved,promote_q,promote_r,promote_b,promote_n
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,4,1,3,0,1774,1799,1,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
r7/5k2/p1n1b2p/1P4p1/5n2/3q1PN1/PP1p2KP/R2Q1R2 w - - 1 30,13,14,1,4,2184,2115,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,4,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,5,0,7,9,0,7,7,0,1,0,0,12,7,8,0,0,11,0,8,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0
1n4R1/1r3k2/pp2pNp1/3qP1Q1/8/2p5/PP5P/R5K1 w - - 4 30,13,7,4,5,1616,1634,0,0,3,0,0,0,0,8,0,0,2,0,0,0,6,0,0,1,1,0,0,1,9,1,0,0,0,0,5,7,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7,0,0,0,0,0,7,8,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
r1bq1rk1/pp3pbp/3p1np1/6B1/3pP3/3B4/PPPQNPPP/R3K2R b KQ - 1 11,10,2,4,4,1744,1720,1,2,0,4,5,0,2,6,0,1,1,0,0,0,1,4,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,10,0,0,0,0,1,7,0,0,0,0,0,0,10,0,0,0,0,7,7,7,11,9,7,7,7,8,0,0,0,12,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
5rk1/4pp1p/p2pn1p1/1p6/3PB2Q/P3P1P1/1P3PPK/3r4 b - - 3 25,7,2,6,2,2233,2297,1,0,0,0,0,0,2,6,0,0,0,0,0,1,1,0,1,1,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,10,0,0,11,7,0,0,0,7,0,7,0,0,7,0,0,0,7,7,12,0,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
r2qkb1r/pp1nppp1/5np1/3P4/Q1P5/2N5/PP3PPP/R1B1K1NR b KQkq - 3 10,13,7,3,3,1570,1613,1,2,0,0,5,6,4,0,2,1,1,0,3,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,7,0,0,0,0,11,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,7,7,0,0,0,7,7,7,8,0,10,0,12,0,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8/3B4/p2p3p/2pPp3/P1P1KbPk/5P2/8/8 b - - 8 52,13,13,6,3,1773,1863,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,7,1,0,0,0,7,0,7,0,12,4,7,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
rn1q1rk1/p3bppp/bpp1p3/2PpP3/1P1Pn3/P5P1/5PBP/RNBQ1KNR w - - 1 11,8,1,5,4,1999,1847,0,2,3,0,5,0,2,6,0,1,0,0,0,4,1,1,1,4,1,1,0,1,0,0,0,0,0,7,1,7,0,0,0,0,7,0,7,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,7,10,7,8,9,10,11,0,12,9,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,1507,1549,0,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2kr1b1r/ppp2p1p/8/2q2p2/8/2N2PK1/PPP1N1PP/R6R b - - 3 18,19,7,3,4,1397,1374,1,0,0,6,2,0,4,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,12,0,7,7,7,0,9,0,7,7,8,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
r1bqk2r/p2n1ppp/2p1p3/2bpP3/8/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 1 9,1,5,5,5,1676,1671,1,2,0,4,5,6,0,0,2,1,0,0,3,0,1,1,1,0,0,1,0,1,0,0,0,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,7,7,7,0,0,7,7,7,8,0,10,11,0,8,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
r2qk1nr/nppbbpp1/p2pp2p/8/2PPP3/2N2NP1/PP3PBP/R1BQ1RK1 w kq - 1 9,2,3,6,2,1923,1956,0,2,0,0,5,6,0,3,2,3,1,1,4,4,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,9,0,0,9,7,0,7,7,0,0,0,7,10,7,8,0,10,11,0,8,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
r2qr1k1/ppp1bp2/5n1p/4p3/P3P1b1/2PP4/1P2B3/RN1QK1NR w KQ - 0 16,11,8,4,4,1106,1075,0,2,0,0,5,2,0,6,0,1,1,1,0,4,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7,0,0,0,7,0,4,0,0,0,7,7,0,0,0,0,0,7,0,0,10,0,0,0,8,9,0,11,12,0,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
rn2qrk1/ppp1nbbp/3pppp1/8/3PP1NB/2PB3P/PP1N1PP1/R2Q1RK1 b - - 4 12,2,3,6,2,1466,1470,1,2,3,0,0,5,2,6,0,1,1,1,0,3,4,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,9,10,0,0,7,10,0,0,0,7,7,7,0,9,0,7,7,0,8,0,0,11,0,8,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,962,818,0,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
rnb1kb1r/ppp3pp/3p4/3np3/4P3/1P6/PP1P1PPP/R1B1K1NR b KQkq - 0 8,4,11,2,4,1617,1585,1,2,3,4,0,6,4,0,2,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,7,0,7,0,7,7,7,8,0,10,0,12,0,9,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0
r2q1rk1/pppb1ppp/2nbp3/3p4/3P2n1/2PQPNB1/PPB2PPP/RN2K2R b KQ - 8 9,5,1,4,5,1225,1211,1,2,0,0,5,0,2,6,0,1,1,1,4,0,1,1,1,0,0,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,3,0,0,0,7,11,7,9,10,0,7,7,10,0,0,7,7,7,8,9,0,0,12,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,4,2,3,1,2034,1994,0,2,3,4,5,6,4,3,2,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,7,7,7,8,9,10,11,12,10,9,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0
1r3rk1/2p1n1pp/1p2q3/3ppp2/1P6/2PP1B2/P2N1PPP/R2Q1RK1 w - - 0 19,1,4,3,6,1858,1876,0,0,2,0,0,0,2,6,0,0,0,1,0,3,0,1,1,0,1,0,0,5,0,0,0,0,0,0,1,1,1,0,0,0,7,0,0,0,0,0,0,0,0,7,7,0,10,0,0,7,0,0,9,0,7,7,7,8,0,0,11,0,8,12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0
r2qk2r/pbpnnpbp/1p1pp1p1/8/3P1B2/2PBPN2/PP1N1PPP/R2QR1K1 b kq - 2 9,1,3,4,4,1130,1146,1,2,0,0,5,6,0,0,2,1,4,1,3,3,1,4,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,7,10,7,9,0,0,7,7,0,9,0,7,7,7,8,0,0,11,8,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
r1bq1rk1/pp1n1ppp/2p2n2/3pp3/3P4/2NBPP2/PPPQN1PP/R3K2R b KQ - 1 10,6,1,5,6,2115,2214,1,2,0,4,5,0,2,6,0,1,1,0,3,0,1,1,1,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,9,10,7,7,0,0,7,7,7,11,9,0,7,7,8,0,0,0,12,0,0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
r1q3k1/pp3pp1/7p/3Q4/1P3P2/PB1P2Pb/5K1P/4R3 w - - 1 27,8,2,5,0,1688,1697,0,2,0,5,0,0,0,6,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,7,0,0,0,7,0,0,7,10,0,7,0,0,7,4,0,0,0,0,0,12,0,7,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
r1b3nr/pppp1kp1/5q1p/8/4P3/2P5/P4PPP/R1BQ1RK1 b - - 0 11,1,19,3,2,1856,1830,1,2,0,4,0,0,0,3,2,1,1,1,1,0,6,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,7,7,8,0,10,11,0,8,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0
rnb1kbnr/ppp1pppp/8/q7/8/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 4,7,7,4,2,1753,1785,1,2,3,4,0,6,4,3,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,7,7,7,7,0,7,7,7,8,0,10,11,12,10,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
5rk1/1q5p/1P1p1p1b/4p1p1/Q3n3/4PN1P/6K1/1R3R2 b - - 0 28,13,5,3,6,1292,1345,1,0,0,0,0,0,2,6,0,0,5,0,0,0,0,0,1,0,7,0,1,0,1,0,4,0,0,0,0,1,0,1,0,11,0,0,0,3,0,0,0,0,0,0,0,7,9,0,7,0,0,0,0,0,0,12,0,0,8,0,0,0,8,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0
rnbqkbnr/ppp1pppp/8/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,7,7,2,2,1817,1819,0,2,3,4,5,6,4,3,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,7,7,7,0,7,7,7,8,0,10,11,12,10,9,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0
rnbqkbnr/5ppp/2p1p3/1p6/4P3/8/PP3PPP/RNBQKBNR w KQkq - 0 7,10,8,3,2,1978,2029,0,2,3,4,5,6,4,3,2,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,7,7,7,8,9,10,11,12,10,9,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,4.0,0.0,0.0,0.0,0.0
rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,7,2,5,3,1271,1152,0,2,3,4,5,6,4,0,2,1,1,1,0,1,1,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,7,7,7,8,9,10,11,12,10,9,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,4,5,4,3,1941,1957,1,2,3,4,5,6,4,3,2,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,9,0,0,7,7,0,0,7,7,7,7,8,9,10,11,12,10,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
rnbqkb1r/pp1p1ppp/4pn2/2p5/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,4,2,5,3,2444,2471,0,2,3,4,5,6,4,0,2,1,1,0,1,0,1,1,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,9,0,0,0,0,0,7,7,0,0,7,7,7,7,8,0,10,11,12,10,9,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2rqkbnr/pQ3ppp/2p1p3/3p1b2/2PP1B2/5N2/PP2PPPP/RN2KB1R w KQk - 1 8,4,5,4,3,984,1060,0,0,0,2,5,6,4,3,2,1,11,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,7,7,0,10,0,0,0,0,0,0,0,9,0,0,7,7,0,0,7,7,7,7,8,9,0,0,12,10,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,4,4,3,3,1679,1664,1,2,3,4,5,6,4,3,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,7,7,7,8,9,0,11,12,10,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
8/pr2k1p1/Rn1p3p/3Pp3/1pp1PbB1/1R1P4/5PKP/8 w - - 0 33,19,8,4,4,1149,1235,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,1,0,8,3,0,1,0,0,0,1,0,0,0,7,1,0,0,0,0,1,1,0,7,4,10,0,0,8,0,7,0,0,0,0,0,0,0,0,0,7,12,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
r1bqkbnr/pppppppp/2n5/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,4,1,4,2,757,883,1,2,0,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
r4rk1/pQ4pp/2pq4/b2n1P1b/3P4/3B1P2/P3NBPP/R4K1R w - - 3 18,8,7,4,3,1960,1953,0,2,0,0,0,0,2,6,0,1,11,0,0,0,0,1,1,0,0,1,5,0,0,0,0,4,0,0,3,0,7,0,4,0,0,0,7,0,0,0,0,0,0,0,10,0,7,0,0,7,0,0,0,9,10,7,7,8,0,0,0,0,12,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8/p2n1k2/7p/P1b2p2/5P2/1p2p3/3R1N1P/B5K1 w - - 0 37,10,14,4,3,1688,1802,0,0,0,0,0,0,0,0,0,1,0,0,3,0,6,0,0,0,0,0,0,0,0,0,1,7,0,4,0,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,9,0,7,10,0,0,0,0,0,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
5r1k/2p3pp/8/2q2P2/4pQ2/8/6K1/3R4 w - - 0 34,16,1,4,4,1914,1953,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6k1/pp5p/2p2bp1/5p2/PP2P2P/2P3P1/7r/2R3K1 b - - 2 28,11,5,3,4,1535,1514,1,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,7,7,0,0,7,0,0,7,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0
rnbqkbnr/ppppp1pp/5p2/8/2PPP3/8/PP3PPP/RNBQKBNR w KQ - 1 4,7,2,5,1,1804,1901,0,2,3,4,5,6,4,3,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8/8/8/1p6/1Pbk1pPp/2p2P1P/2Bp1K2/1R6 w - - 4 47,8,8,1,4,1457,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,6,0,1,7,1,0,0,1,0,0,7,0,7,0,0,10,1,0,12,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
r1q2r1k/ppp1p1bp/2n3p1/3N4/8/1BP2P1b/PP2QP1P/R2R2K1 b - - 0 17,7,2,5,2,1520,1501,1,2,0,5,0,0,2,0,6,1,1,1,0,1,0,4,1,0,0,3,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,7,0,4,7,7,0,0,11,7,0,7,8,0,0,8,0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0
r2q1b1r/pp1n1k2/2p1pp2/6p1/3PNn2/3Q1N1P/PPP2PP1/R3R1K1 w - - 2 18,2,2,5,2,1805,1799,0,2,0,0,5,0,4,0,2,1,1,0,3,0,6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,9,3,0,0,0,0,0,11,0,9,0,7,7,7,7,0,0,7,7,0,8,0,0,0,8,0,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8/6p1/4p1k1/3pPp2/4r3/4P1K1/6P1/8 w - - 3 48,19,13,2,6,1789,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,1,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1q2rb1r/p3kb1p/1pn4p/2N1pB2/8/2P2Q2/PP2NP1P/2KR2R1 w - - 0 21,8,14,3,4,1699,1638,0,0,5,0,0,2,4,0,2,1,0,0,0,6,4,0,1,0,1,3,0,0,0,0,1,0,0,9,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,7,7,0,0,9,7,0,7,0,0,12,8,0,0,8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
2n1r1k1/1pQ4p/b1p3p1/3pPq2/P4P2/2P4P/6P1/R3R2K w - - 3 30,2,8,4,4,1971,1998,0,0,0,3,0,2,0,6,0,0,1,11,0,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,1,7,5,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,8,0,0,0,8,0,0,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2k5/p4p1p/2n5/1p6/1P5B/P1Pp2P1/4rP1P/5RK1 w - - 0 26,2,16,1,3,1131,1125,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,10,7,0,7,1,0,0,7,0,0,0,0,0,2,7,0,7,0,0,0,0,0,8,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
r3r1k1/pp1n1ppp/5q2/3p4/P6P/1P4P1/2P1Nb2/2RQ1K1R w - - 2 18,14,1,2,4,1242,1327,0,2,0,0,0,2,0,6,0,1,1,0,3,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,7,0,0,0,7,0,9,4,0,0,0,0,8,11,0,12,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
